shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3846857041781,-86.902887769634,93,7128.13
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3846310254957,-86.902730062474,94,7142.8
28e019d7-aabd-407a-8617-6fb357801f08,40.3838336966487,-86.8425177176988,2,90.76
28e019d7-aabd-407a-8617-6fb357801f08,40.3839897751704,-86.84234867299,3,113.24
28e019d7-aabd-407a-8617-6fb357801f08,40.3841419513809,-86.84196448047,4,149.89
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.384673828738,-86.9025898628405,95,7155.58
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3845818570007,-86.9021798313963,96,7191.76
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3844852974704,-86.9017976165889,97,7225.84
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3842345109126,-86.9011364520274,98,7288.36
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3839126458116,-86.9004779696749,99,7354.58
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3837597598886,-86.9000595450437,100,7393.86
96c76f87-236b-4d10-a004-d18116c5a5a0,40.4650879034344,-86.9268792551493,97,5698.04
170011b0-977b-444b-a647-c0e01b5f04fb,40.3639261759183,-86.8603344650205,99,8158.54
56875f33-4f60-4591-a742-8e882d645c09,40.4578320886455,-86.930939588261,76,6421.62
a05e2688-6ec0-45d9-a447-37df08b14d0b,40.4218877278182,-86.886835918918,14,923.63
170011b0-977b-444b-a647-c0e01b5f04fb,40.3836192557645,-86.8426179234317,136,12941.92
002a917d-6cdc-46ab-bb61-4e54c64205ee,40.4182514872414,-86.8867646828371,50,3585.6
c7cc28c1-7c0e-4520-ae19-cb46fb733b6b,40.4460622363634,-86.9400064153254,56,3878.39
28e019d7-aabd-407a-8617-6fb357801f08,40.4013175608151,-86.8584454376952,67,3942.06
dd423f77-d4ba-47f0-98c9-7d78e756d475,40.4030220614041,-86.8718204171174,59,3638.17
3326e01b-3c23-4fa9-bcd3-2acaafb07d2d,40.4320863964148,-86.8692417153062,88,5672.23
28e019d7-aabd-407a-8617-6fb357801f08,40.402617667856,-86.8602496179809,68,4152.25
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.4173114328726,-86.8920164172161,5,585
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.381816,-86.872818,32,3136.46
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.3914813307308,-86.8490540048146,72,5872.77
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4463979424199,-86.9220771662735,52,4853.32
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4592673413755,-86.9401700797689,27,2395.81
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.430362,-86.913149,66,6833.08
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4325433346765,-86.9151752284881,62,6534.48
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.459531387183,-86.9350130285807,76,6970.11
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4439265936552,-86.9201208685901,53,5173.92
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4396461111791,-86.9178496774212,55,5687.2
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4552802137105,-86.9299439668611,42,3654.3
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.4313503815091,-86.9157140217719,41,2936.24
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4501464181674,-86.9250224815788,49,4367.41
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4305514727454,-86.9132313952763,65,6810.9
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.452548102389,-86.9272078320215,45,4037.06
e8cb7b35-8b91-4734-bc08-322ef94d7dcd,40.4592797429771,-86.9425715091019,26,2192.77
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.4313721204289,-86.913963265151,43,3084.42
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.4589580434792,-86.9377528343734,81,7218.59
e81bb089-9706-4260-bf6e-57a054f3429f,40.432179528154,-86.8659536423404,57,3419.48
e81bb089-9706-4260-bf6e-57a054f3429f,40.4342763356077,-86.8636375848229,67,3737.78
e81bb089-9706-4260-bf6e-57a054f3429f,40.4218099569073,-86.8906664889126,12,592.29
e81bb089-9706-4260-bf6e-57a054f3429f,40.4234077874522,-86.8906807125854,18,772.97
e81bb089-9706-4260-bf6e-57a054f3429f,40.437697171356,-86.8621640677739,76,4169.09
e81bb089-9706-4260-bf6e-57a054f3429f,40.4247065967114,-86.8865622959624,27,1272.38
e81bb089-9706-4260-bf6e-57a054f3429f,40.4227130284884,-86.8906770803784,15,693.88
e81bb089-9706-4260-bf6e-57a054f3429f,40.4247255745161,-86.8772810781136,37,2059.83
